codigo,pir
1100015001,BKBJBKBQBJBIBLBFBHBEBDA6A1AnAZASAIAJACBHBEBFBLBFBLBPBJBNBMA8A8AuAjAYAPANAEAB
1100023001,BZBIBTBYBRBwA/A3BMA0A9AuAjAyADAOAJAAAABZBKBQBNAyBdBCBTBGBMA+A3A3AWAeAOAFAJAC
1100023002,BKBOBKBQBSBYBSBKBPBLBPBMA8AmAeAQAOACAABJBABEBDBHA/A+BGBGBEBAAwAnAcAWAKAGAGAA
1100023003,BPBWBQBXBZBTBWBaBLA/AzAlAbAVAOAHAFAGAABSBMBQBRBZBjBhBcBWBEAvAlAdAUAPANADABAA
1100023004,BFBMBJBIBQBVBWBSBPBFA3AxAjAZAPAKAIADAABIBIBHBQBSBbBcBkBWBMA3AxAkAfARALAHACAC
1100023005,BPBOBHBMBbBVBOBOBLBHA0AsAgAaAQALAIAAAFBLBMBIBSBeBYBSBcBTBDA5A1AlAXAVALAKACAA
1100023006,A3BBBABIBQBPBFBCBFA9A8A+A1AoAVAPAKACAIA1A7A8BQBTBQBNBRBPBLBOBCA8AsAdAWAQADAF
1100023007,BIBSBHBPBaBSBQBLBJA+A4AwAiAZAVAPAKACADBDBKBEBOBgBZBUBUBQBHBAAyAqAcAVAMALAEAA
1100031001,BBBABKBIAxA1BFBEBUBBBQBCA+A2AlAVARALABA6BDBRBEAsA+BHBTBLA+BGBAA8AxAbAVAPALAA
1100049001,BFBIBGBOBCBJBHBLBIBIBCBCA7AsAgAVARADACBIBFBOBDA+BFBFBGBFBBBABAA0ApAaARALACAG
1100049002,BKBHBLBKBMBjBWBWBOA6AyAzAjAYARAJAHADAABLBJBDBJBfBkBgBUBXBJA3AsAiAcARALAFAEAF
1100049003,AuAwA3BIBgBSBTBDBBA0A4A3A0AiAcARALAEACAxA1A0BNBzBcBXBHBNA+BHBCA/A2AjAXAAAZAD
1100049004,BOBTBLBPBQBSBPBWBRBAA3AmAlAXAPAKAJAAACBOBPBEBMBXBWBfBcBXBDA2AvApAaASALAGAGAA
1100049005,A4A3A5BIBhBZBUBLBGBBA/A7AvAhAXAPAHAIACAyA3A1BHBeBTBFBPBTBOBNBGA3ApAZAUAMAFAG
1100049006,BFBDBQBGBGBGBNBOBPBGA/A7AxAmAbAQAJAEAFBIBHBKBHBDBQBTBXBSBEBCAvArAeAWAPAJAHAC
1100049007,BGBJBJBDBcBXBQBLBQBAA7AyAjAZARAMAIAEABBIBDBBBLBcBbBUBVBVBJBHAvAtAcATANALAEAA
1100056001,A+BBBDBCBBBOBOBNBKBJBBBFAuAkAdAUALAJAABABGA8BEA6BHBKBWBOBNA9BGA4ApAjARAMAEAI
1100056002,BQBJBEBPBIBWBSBGBEBAA5AzAuAeAaAVAHALAABRBOBGBGBCBWBbBRBIBAA/A1AqAiAYARAOACAB
1100064001,BMBCBEBBBBBEBDBGBPBGBBBMA9AvAnAUAMAIAEA6BEBKBFA6BIBCBLBHBHBEBBAtAnAiATARAGAB
1100064002,BLBJA5BPA/AyA7BSA9BWBCA8A1AmAWAZASAGABAzBDA9BIBFA8BNBRBPBMBGBEA8ArAcAbASAOAF
